model,env_id,train_seed,episode_index,eval_seed,start_lane,episodic_return,episodic_length,collided,capped,terminated,truncated,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,max_uncertainty,activation_count,activation_rate
uncertainty2_self_attention_threshold,highway-v0,12345,13,1012,2,131.27693551133402,148,1,0,1,0,safeguarded,0.001,5,0.0033866285089921753,0.018084051087498665,121,0.8175675675675675
uncertainty2_self_attention_threshold,highway-v0,12345,14,1013,0,230.53778183604763,258,1,0,1,0,safeguarded,0.001,5,0.0030106238760469234,0.012520934455096722,217,0.8410852713178295
uncertainty2_self_attention_threshold,highway-v0,12345,15,1014,1,154.00240715846013,172,1,0,1,0,safeguarded,0.001,5,0.002801472741614203,0.012920822016894817,134,0.7790697674418605
uncertainty2_self_attention_threshold,highway-v0,12345,16,1015,1,122.570107912532,138,1,0,1,0,safeguarded,0.001,5,0.0030458848249627804,0.026753894984722137,113,0.8188405797101449
uncertainty2_self_attention_threshold,highway-v0,12345,17,1016,1,236.421002590697,264,1,0,1,0,safeguarded,0.001,5,0.003270262036577068,0.014276265166699886,229,0.8674242424242424
uncertainty2_self_attention_threshold,highway-v0,12345,18,1017,2,170.42677353596852,191,1,0,1,0,safeguarded,0.001,5,0.0030033928282736893,0.01507300604134798,161,0.8429319371727748
uncertainty2_self_attention_threshold,highway-v0,12345,19,1018,2,220.6516423310201,247,1,0,1,0,safeguarded,0.001,5,0.0027535722178816118,0.013983850367367268,208,0.8421052631578947
uncertainty2_self_attention_threshold,highway-v0,12345,20,1019,1,321.37472006492254,357,1,0,1,0,safeguarded,0.001,5,0.0032081547850021943,0.01734304241836071,307,0.8599439775910365
uncertainty2_self_attention_threshold,highway-v0,12345,21,1020,2,176.95356400710227,199,1,0,1,0,safeguarded,0.001,5,0.0028187669911620737,0.011093906126916409,170,0.8542713567839196
uncertainty2_self_attention_threshold,highway-v0,12345,22,1021,0,94.00950830402446,107,1,0,1,0,safeguarded,0.001,5,0.002826666907286576,0.013511206023395061,88,0.822429906542056
uncertainty2_self_attention_threshold,highway-v0,12345,23,1022,2,47.75294002966721,55,1,0,1,0,safeguarded,0.001,5,0.0034671504533352244,0.014831366017460823,48,0.8727272727272727
uncertainty2_self_attention_threshold,highway-v0,12345,24,1023,0,97.7881293584208,111,1,0,1,0,safeguarded,0.001,5,0.0033265813934220305,0.014045518822968006,92,0.8288288288288288
uncertainty2_self_attention_threshold,highway-v0,12345,25,1024,1,215.67281952310063,242,1,0,1,0,safeguarded,0.001,5,0.003087506030853607,0.013932567089796066,210,0.8677685950413223
uncertainty2_self_attention_threshold,highway-v0,12345,26,1025,2,60.283840513809125,69,1,0,1,0,safeguarded,0.001,5,0.0029884936480759306,0.029254810884594917,58,0.8405797101449275
uncertainty2_self_attention_threshold,highway-v0,12345,27,1026,1,135.17054822917814,152,1,0,1,0,safeguarded,0.001,5,0.0028081410788983797,0.01293621864169836,122,0.8026315789473685
uncertainty2_self_attention_threshold,highway-v0,12345,28,1027,1,159.3408189590298,179,1,0,1,0,safeguarded,0.001,5,0.0029222987214683467,0.013612535782158375,151,0.8435754189944135
uncertainty2_self_attention_threshold,highway-v0,12345,29,1028,1,147.56405316314928,166,1,0,1,0,safeguarded,0.001,5,0.0035708464620037407,0.015979958698153496,137,0.8253012048192772
uncertainty2_self_attention_threshold,highway-v0,12345,30,1029,1,73.78368086765929,84,1,0,1,0,safeguarded,0.001,5,0.003331356808692882,0.015416789799928665,71,0.8452380952380952
uncertainty2_self_attention_threshold,highway-v0,12345,31,1030,1,33.697683136064654,39,1,0,1,0,safeguarded,0.001,5,0.0025422331005430375,0.007585795130580664,32,0.8205128205128205
uncertainty2_self_attention_threshold,highway-v0,12345,32,1031,2,276.0938297174728,306,1,0,1,0,safeguarded,0.001,5,0.0030306164546488492,0.011591576039791107,257,0.8398692810457516
uncertainty2_self_attention_threshold,highway-v0,12345,33,1032,1,166.59629286084885,187,1,0,1,0,safeguarded,0.001,5,0.0027669546348687117,0.012400973588228226,154,0.8235294117647058
uncertainty2_self_attention_threshold,highway-v0,12345,34,1033,1,215.09399726340772,240,1,0,1,0,safeguarded,0.001,5,0.0030429378905864725,0.015072980895638466,201,0.8375
uncertainty2_self_attention_threshold,highway-v0,12345,35,1034,1,333.3420389824763,368,1,0,1,0,safeguarded,0.001,5,0.0029915385759335077,0.01648217812180519,306,0.8315217391304348
uncertainty2_self_attention_threshold,highway-v0,12345,36,1035,0,65.65784785129948,75,1,0,1,0,safeguarded,0.001,5,0.002670505481267658,0.008428107015788555,61,0.8133333333333334
uncertainty2_self_attention_threshold,highway-v0,12345,37,1036,1,140.9776698741231,159,1,0,1,0,safeguarded,0.001,5,0.0030221575193851015,0.014779108576476574,139,0.8742138364779874
uncertainty2_self_attention_threshold,highway-v0,12345,38,1037,1,162.03067868561206,182,1,0,1,0,safeguarded,0.001,5,0.0029403966279690163,0.014805539511144161,150,0.8241758241758241
uncertainty2_self_attention_threshold,highway-v0,12345,39,1038,1,34.534393559763465,40,1,0,1,0,safeguarded,0.001,5,0.0025404985921340995,0.0062055932357907295,34,0.85
uncertainty2_self_attention_threshold,highway-v0,12345,40,1039,1,220.17141839526346,246,1,0,1,0,safeguarded,0.001,5,0.002893250734792318,0.01583023928105831,208,0.8455284552845529
uncertainty2_self_attention_threshold,highway-v0,12345,41,1040,0,116.09335432268242,131,1,0,1,0,safeguarded,0.001,5,0.0029492027842517913,0.012608174234628677,105,0.8015267175572519
uncertainty2_self_attention_threshold,highway-v0,12345,42,1041,2,290.1441368718406,322,1,0,1,0,safeguarded,0.001,5,0.002914581695222296,0.015060081146657467,263,0.8167701863354038
uncertainty2_self_attention_threshold,highway-v0,12345,43,1042,2,305.6081612318383,339,1,0,1,0,safeguarded,0.001,5,0.003085495415246691,0.013118092902004719,289,0.8525073746312685
uncertainty2_self_attention_threshold,highway-v0,12345,44,1043,2,35.32936098173033,41,1,0,1,0,safeguarded,0.001,5,0.002683067276914854,0.009502949193120003,33,0.8048780487804879
uncertainty2_self_attention_threshold,highway-v0,12345,45,1044,0,53.15441484676259,61,1,0,1,0,safeguarded,0.001,5,0.0031881115607321872,0.017320429906249046,51,0.8360655737704918
uncertainty2_self_attention_threshold,highway-v0,12345,46,1045,2,79.65750830222241,91,1,0,1,0,safeguarded,0.001,5,0.002920404279023757,0.012154025956988335,76,0.8351648351648352
uncertainty2_self_attention_threshold,highway-v0,12345,47,1046,0,46.027198167813225,53,1,0,1,0,safeguarded,0.001,5,0.0031585948912971566,0.009130246937274933,48,0.9056603773584906
uncertainty2_self_attention_threshold,highway-v0,12345,48,1047,0,217.9964060129317,245,1,0,1,0,safeguarded,0.001,5,0.0031129653043053067,0.014559836126863956,216,0.8816326530612245
uncertainty2_self_attention_threshold,highway-v0,12345,49,1048,2,88.65268720010585,101,1,0,1,0,safeguarded,0.001,5,0.0028267861292052016,0.011967701837420464,86,0.8514851485148515
uncertainty2_self_attention_threshold,highway-v0,12345,50,1049,2,163.3476512748631,184,1,0,1,0,safeguarded,0.001,5,0.0029712980309420304,0.012126420624554157,156,0.8478260869565217
