model,env_id,train_seed,episode_index,eval_seed,start_lane,episodic_return,episodic_length,collided,capped,terminated,truncated,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,max_uncertainty,activation_count,activation_rate
uncertainty2_self_attention_threshold,highway-v0,23456,20,1019,1,501.14911040312563,600,0,0,0,1,safeguarded,0.001,5,0.004285321777521555,0.033317334949970245,525,0.875
uncertainty2_self_attention_threshold,highway-v0,23456,21,1020,2,43.58363969580164,52,1,0,1,0,safeguarded,0.001,5,0.004887299275231691,0.01978822611272335,47,0.9038461538461539
uncertainty2_self_attention_threshold,highway-v0,23456,22,1021,0,501.29288117325365,600,0,0,0,1,safeguarded,0.001,5,0.0046793690143628434,0.03185568004846573,533,0.8883333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,23,1022,2,501.25204623837885,600,0,0,0,1,safeguarded,0.001,5,0.00418903635695339,0.03259686008095741,525,0.875
uncertainty2_self_attention_threshold,highway-v0,23456,24,1023,0,380.2835193136306,456,1,0,1,0,safeguarded,0.001,5,0.004253303545754119,0.032217927277088165,402,0.881578947368421
uncertainty2_self_attention_threshold,highway-v0,23456,25,1024,1,501.2120058725602,600,0,0,0,1,safeguarded,0.001,5,0.0042541689527691535,0.022072667255997658,524,0.8733333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,26,1025,2,501.2095610439484,600,0,0,0,1,safeguarded,0.001,5,0.0042293330850588975,0.025975501164793968,540,0.9
uncertainty2_self_attention_threshold,highway-v0,23456,27,1026,1,501.251953044316,600,0,0,0,1,safeguarded,0.001,5,0.004100666396931653,0.03389625623822212,507,0.845
uncertainty2_self_attention_threshold,highway-v0,23456,28,1027,1,501.20924682712644,600,0,0,0,1,safeguarded,0.001,5,0.004225290784415847,0.031195160001516342,521,0.8683333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,29,1028,1,501.20998305584317,600,0,0,0,1,safeguarded,0.001,5,0.004113278259701474,0.04933255538344383,518,0.8633333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,30,1029,1,501.2910861490093,600,0,0,0,1,safeguarded,0.001,5,0.004336261693897541,0.03293357416987419,524,0.8733333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,31,1030,1,501.0798327496366,600,0,0,0,1,safeguarded,0.001,5,0.004259350537031423,0.0315750427544117,530,0.8833333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,32,1031,2,55.3541901147028,66,1,0,1,0,safeguarded,0.001,5,0.00451914696146339,0.015771999955177307,56,0.8484848484848485
uncertainty2_self_attention_threshold,highway-v0,23456,33,1032,1,501.3966518208672,600,0,0,0,1,safeguarded,0.001,5,0.0041797795500648745,0.03028680942952633,520,0.8666666666666667
uncertainty2_self_attention_threshold,highway-v0,23456,34,1033,1,501.54673573160005,600,0,0,0,1,safeguarded,0.001,5,0.004077636975877492,0.027730267494916916,515,0.8583333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,35,1034,1,501.24593729602304,600,0,0,0,1,safeguarded,0.001,5,0.004238506808445284,0.03525996953248978,536,0.8933333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,36,1035,0,501.052807311601,600,0,0,0,1,safeguarded,0.001,5,0.0040868101943154515,0.02919146418571472,516,0.86
uncertainty2_self_attention_threshold,highway-v0,23456,37,1036,1,501.36170599853364,600,0,0,0,1,safeguarded,0.001,5,0.004224216329530464,0.03213431313633919,532,0.8866666666666667
uncertainty2_self_attention_threshold,highway-v0,23456,38,1037,1,501.30051106905864,600,0,0,0,1,safeguarded,0.001,5,0.004364561472903006,0.028046652674674988,533,0.8883333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,39,1038,1,501.0545994343037,600,0,0,0,1,safeguarded,0.001,5,0.003913164968992836,0.03622821345925331,522,0.87
uncertainty2_self_attention_threshold,highway-v0,23456,40,1039,1,501.43146802087324,600,0,0,0,1,safeguarded,0.001,5,0.00431589849239875,0.03111601062119007,536,0.8933333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,41,1040,0,501.2630862603595,600,0,0,0,1,safeguarded,0.001,5,0.004152211132277444,0.043587103486061096,526,0.8766666666666667
uncertainty2_self_attention_threshold,highway-v0,23456,42,1041,2,109.35362145376484,131,1,0,1,0,safeguarded,0.001,5,0.004359086347834513,0.024225303903222084,117,0.8931297709923665
uncertainty2_self_attention_threshold,highway-v0,23456,43,1042,2,47.924213954081296,57,1,0,1,0,safeguarded,0.001,5,0.0040290907183365915,0.02124806120991707,50,0.8771929824561403
uncertainty2_self_attention_threshold,highway-v0,23456,44,1043,2,41.86460371898684,50,1,0,1,0,safeguarded,0.001,5,0.004232602771371603,0.02247275784611702,46,0.92
uncertainty2_self_attention_threshold,highway-v0,23456,45,1044,0,501.1093155943123,600,0,0,0,1,safeguarded,0.001,5,0.004307832335362036,0.031047388911247253,521,0.8683333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,46,1045,2,501.0042831837219,600,0,0,0,1,safeguarded,0.001,5,0.004361807776634427,0.02707350067794323,531,0.885
uncertainty2_self_attention_threshold,highway-v0,23456,47,1046,0,501.02807558657184,600,0,0,0,1,safeguarded,0.001,5,0.003931259326206297,0.03386804088950157,507,0.845
uncertainty2_self_attention_threshold,highway-v0,23456,48,1047,0,501.1535623227527,600,0,0,0,1,safeguarded,0.001,5,0.004448620014782137,0.03518718108534813,530,0.8833333333333333
uncertainty2_self_attention_threshold,highway-v0,23456,49,1048,2,501.0712960201323,600,0,0,0,1,safeguarded,0.001,5,0.0043164710418447305,0.02668919414281845,525,0.875
uncertainty2_self_attention_threshold,highway-v0,23456,50,1049,2,501.1920778293185,600,0,0,0,1,safeguarded,0.001,5,0.0046631622169540305,0.038451917469501495,537,0.895
