"model","source_file","iteration","timesteps_so_far","avg_episodic_length","avg_episodic_return","avg_loss","iteration_seconds"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","35","144108","45.293478","33.605079","-0.00048","46.91"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","36","148226","47.333333","35.020259","-0.000191","46.46"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","37","152332","43.680851","31.982136","-0.000386","46.8"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","38","156431","46.579545","34.064292","-0.000605","47.07"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","39","160529","42.247423","30.768787","-0.000949","46.44"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","40","164746","52.061728","38.856476","-0.000282","48.71"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","41","168863","47.321839","35.012534","-0.000692","46.52"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","42","172983","49.638554","37.28416","-0.000138","46.48"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","43","177081","48.211765","35.025827","-0.000459","47.07"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","44","181212","60.75","46.150016","-0.000345","46.92"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","45","185309","48.77381","36.11663","-0.000245","46.22"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","46","189414","57.816901","43.645506","-0.000445","46.63"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","47","193518","56.219178","42.395722","-0.000179","46.81"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","48","197664","65.809524","48.788141","-0.00046","47.45"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","49","201923","72.186441","55.180106","4e-05","48.11"
