model_label,display_name,train_seed,episode_index,eval_seed,episodic_return,episodic_length,collided,capped,terminated,truncated,scenario,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,max_uncertainty,activation_count,activation_rate
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,28,1027,126.15771144930483,158,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.0004602446290305182,0.0024706535041332245,57,0.36075949367088606
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,29,1028,329.2088333619465,413,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.00045001075185330133,0.0024088709615170956,138,0.3341404358353511
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,30,1029,13.321046828043979,28,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.0004007456436738721,0.0016800479497760534,7,0.25
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,31,1030,24.20483248104067,46,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0005247948375535602,0.0013714947272092104,19,0.41304347826086957
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,32,1031,500.4286015808296,600,0,0,0,1,stay_best,safeguarded,0.0005,5,0.0004307805411832533,0.0021995478309690952,183,0.305
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,33,1032,31.792048746359804,51,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.00048499298305150837,0.0018163996282964945,21,0.4117647058823529
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,34,1033,499.39516037179163,600,0,0,0,1,stay_best,safeguarded,0.0005,5,0.00045163293462943937,0.0021405292209237814,204,0.34
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,35,1034,17.58584871367243,37,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.00048291031084404123,0.0013624350540339947,15,0.40540540540540543
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,36,1035,44.68897682614744,54,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0004341440253483597,0.001709311967715621,17,0.3148148148148148
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,37,1036,74.86100564978544,96,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.000464573995657247,0.0019963483791798353,39,0.40625
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,38,1037,27.41012993280198,44,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0005035090319903578,0.001520822523161769,17,0.38636363636363635
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,39,1038,20.768072239804468,38,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0005543771005345901,0.0020855532493442297,17,0.4473684210526316
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,40,1039,25.276185134928166,45,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0003735955111753558,0.0014852668391540647,9,0.2
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,41,1040,34.278556475744885,44,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.0005214195992018424,0.0011703026248142123,20,0.45454545454545453
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,42,1041,224.36893054721838,274,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0004218637247842946,0.002087673870846629,81,0.2956204379562044
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,43,1042,497.50543589820376,600,0,0,0,1,overtake_easy,safeguarded,0.0005,5,0.000442326578901581,0.0021498443093150854,200,0.3333333333333333
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,44,1043,284.8005232284168,357,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0004398893366155038,0.001670386758632958,120,0.33613445378151263
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,45,1044,43.25529171267351,52,1,0,1,0,stay_best,safeguarded,0.0005,5,0.00037630057599576854,0.0016382914036512375,13,0.25
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,46,1045,501.3520904153139,600,0,0,0,1,overtake_easy,safeguarded,0.0005,5,0.00048532137702750333,0.002133049536496401,232,0.38666666666666666
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,47,1046,70.87112939106692,89,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.0005189319790690533,0.002889948897063732,32,0.3595505617977528
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,48,1047,493.3487763663141,600,0,0,0,1,overtake_easy,safeguarded,0.0005,5,0.0004139647649450732,0.0022769866045564413,199,0.33166666666666667
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,49,1048,262.8930332827713,324,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0004744929417090954,0.0018314726185053587,120,0.37037037037037035
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,50,1049,77.97647220341803,98,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.00047313038035841896,0.0025347403716295958,34,0.3469387755102041
